device,country,topic,level1,level2,raw_messages,raw_users,raw_conversations,date
desktop,840,Underserved Community Support,Financial Services,Insurance Solutions,1,1,1,2025-12-01
desktop,840,Theme Park Forums,Technology,Travel and Hospitality Technology,7,6,6,2025-12-01
desktop,840,Chain of Custody Certification,Financial Services,Lending and Credit Operations,12,6,7,2025-12-01
desktop,840,Policy & Legislation Information,Financial Services,Accounting and Auditing,5,5,5,2025-12-01
desktop,840,Spa Programs,Technology,Event Management Technology,11,8,9,2025-12-01
desktop,840,SaaS Accounting,Technology,Marketing and AdTech,155,108,115,2025-12-01
desktop,840,Beauty Product Packaging,Technology,Hardware and Electronics,10,9,9,2025-12-01
desktop,840,Packaging Supplies Retail,Technology,AgriTech and FoodTech,1,1,1,2025-12-01
desktop,840,Google Analytics 4 Setup,Financial Services,Debt Management Services,11,9,9,2025-12-01
desktop,840,IT Administration Services,Technology,Cloud Computing,7,5,5,2025-12-01
desktop,840,Collection Surveys,Financial Services,Consumer Financial Literacy,34,28,29,2025-12-01
desktop,840,Positive Leadership Training,Financial Services,Lending and Credit Operations,75,51,57,2025-12-01
desktop,840,AI for Supply Chain Management,Technology,Cloud Computing,11,10,10,2025-12-01
desktop,840,Construction Liaison Services,Technology,AgriTech and FoodTech,2,2,2,2025-12-01
desktop,840,Vlogging Equipment,Technology,Digital Media and Content,53,40,44,2025-12-01
desktop,840,Inverted Umbrellas,Technology,Artificial Intelligence,5,5,5,2025-12-01
desktop,840,Social Media Content Bundles,Financial Services,Lending and Credit Operations,21,17,17,2025-12-01
desktop,840,Travel Agent Loyalty Programs,Technology,Aerospace and Defense,17,13,13,2025-12-01
desktop,840,Online Service Booking,Financial Services,Lending and Credit Operations,38,32,32,2025-12-01
desktop,840,Body Coaching,Technology,Sports and Fitness Technology,51,45,45,2025-12-01
desktop,840,Project Evaluation Services,Financial Services,Investment and Wealth Advisory,10,10,10,2025-12-01
desktop,840,Browser Fingerprinting,Technology,Cybersecurity and Identity,40,33,34,2025-12-01
desktop,840,Women's Tweed Clothing,Aerospace & Defense,Aerospace Parts & Systems,2,2,2,2025-12-01
desktop,840,Youth Rugby Training,Technology,Sports and Fitness Technology,12,10,10,2025-12-01
desktop,840,4G Cameras,Technology,PropTech and Construction,12,7,8,2025-12-01
desktop,840,A/B Testing & Optimization,Technology,Digital Media and Content,393,225,252,2025-12-01
desktop,840,Sustainable & Ethical Products Marketplace,Technology,Social Platforms,18,13,15,2025-12-01
desktop,840,Virtual Care Solutions,Financial Services,Debt Management Services,1,1,1,2025-12-01
desktop,840,Product Selection Consulting,Technology,Internet and Web Services,8,8,8,2025-12-01
desktop,840,Pearl Snap Shirts,Technology,Hardware and Electronics,20,16,16,2025-12-01
desktop,840,Social Media Utility,Technology,Marketing and AdTech,96,71,73,2025-12-01
desktop,840,Product Management Insights,Technology,IT Services and Support,40,28,28,2025-12-01
desktop,840,AI 3D Tools,Technology,Event Management Technology,105,65,71,2025-12-01
desktop,840,Business Growth Consulting,Financial Services,Payment Processing Systems,8,8,8,2025-12-01
desktop,840,Payment Aggregation,Financial Services,General Financial Services & Support,177,139,147,2025-12-01
desktop,840,Business Document Design,Technology,Telecommunications and Networking,5,5,5,2025-12-01
desktop,840,Mental Resilience Coaching,Financial Services,Retirement Planning,174,124,130,2025-12-01
desktop,840,Visa Requirements Information,Aerospace & Defense,Aerospace Parts & Systems,27,16,16,2025-12-01
desktop,840,Flight Management Software,Technology,Travel and Hospitality Technology,45,27,27,2025-12-01
desktop,840,Social Enterprise Legal Services,Financial Services,Debt Management Services,41,26,27,2025-12-01
desktop,840,Pedagogical Practices,Financial Services,Retirement Planning,3,3,3,2025-12-01
desktop,840,Transmission Optimization,Technology,Blockchain and Cryptocurrency,2,2,2,2025-12-01
desktop,840,Network Marketing Consulting,Technology,Retail and E-commerce Tech,39,30,31,2025-12-01
desktop,840,E-commerce Logistics Training,Technology,Software Solutions,7,7,7,2025-12-01
desktop,840,Contemporary Art Criticism,Technology,PropTech and Construction,3,2,2,2025-12-01
desktop,840,Live Betting Advice,Financial Services,Financial Data Analytics,10,7,7,2025-12-01
desktop,840,Fabric Export,Technology,PropTech and Construction,48,40,40,2025-12-01
desktop,840,Flood Warning Systems,Technology,IoT and Smart Infrastructure,26,17,18,2025-12-01
desktop,840,Green Card Applications,Technology,Cybersecurity and Identity,30,21,21,2025-12-01
desktop,840,Visa Document Review,Aerospace & Defense,Aircraft Manufacturing,3,3,3,2025-12-01
desktop,840,Cross-border E-commerce Compliance,Financial Services,Payment Processing Systems,20,14,19,2025-12-01
desktop,840,Image Brochures,Financial Services,Lending and Credit Operations,61,50,51,2025-12-01
desktop,840,LLM Development Tools,Technology,Artificial Intelligence,502,299,334,2025-12-01
desktop,840,ERP Managed Services,Technology,Retail and E-commerce Tech,36,27,29,2025-12-01
desktop,840,Inner Branding Consulting,Technology,Scientific Research Tech,40,29,30,2025-12-01
desktop,840,Used Gaming Consoles Resale,Technology,Digital Media and Content,5,5,5,2025-12-01
desktop,840,Identity Card Services,Financial Services,Retail and Commercial Banking,20,14,14,2025-12-01
desktop,840,SEO AI Tools,Technology,Mobility and Logistics,9,5,5,2025-12-01
desktop,840,Visual Feedback Tools,Technology,Digital Media and Content,52,45,46,2025-12-01
desktop,840,Business Marketing Services,Technology,Digital Media and Content,42,36,37,2025-12-01
desktop,840,Business Alignment Consulting,Technology,IT Services and Support,42,40,41,2025-12-01
desktop,840,Mobile Connectivity,Aerospace & Defense,Aerospace Parts & Systems,1,1,1,2025-12-01
desktop,840,AI-powered Document Tools,Financial Services,Regulatory Compliance Bodies,76,60,63,2025-12-01
desktop,840,Case Law & Jurisprudence,Aerospace & Defense,Defense Systems,9,5,6,2025-12-01
desktop,840,Email Coaching,Financial Services,Debt Management Services,17,15,15,2025-12-01
desktop,840,Diction Training,Technology,IoT and Smart Infrastructure,7,7,7,2025-12-01
desktop,840,Immunotherapy Response Prediction,Technology,Cloud Computing,8,7,7,2025-12-01
desktop,840,NFC Payments,Technology,Scientific Research Tech,1,1,1,2025-12-01
desktop,840,Chess Referee Training,Technology,Event Management Technology,5,4,4,2025-12-01
desktop,840,Wedding Crowns (Stefana),Financial Services,Lending and Credit Operations,1,1,1,2025-12-01
desktop,840,D&O Liability Law,Financial Services,Insurance Solutions,6,6,6,2025-12-01
desktop,840,Toy Weapons,Financial Services,Currency and Commodity Trading,1,1,1,2025-12-01
desktop,840,Mortgage Application Support,Financial Services,Debt Management Services,157,103,107,2025-12-01
desktop,840,Switch Mode Power Supplies (SMPS),Technology,Industrial Manufacturing and Robotics,4,4,4,2025-12-01
desktop,840,Visa Arrangements,Financial Services,Insurance Solutions,2,2,2,2025-12-01
desktop,840,Daters & Numberers,Technology,Event Management Technology,15,15,15,2025-12-01
desktop,840,Social Media Creative,Financial Services,Debt Management Services,14,13,14,2025-12-01
desktop,840,Financial Technology Forums,Financial Services,General Financial Services & Support,11,9,10,2025-12-01
desktop,840,Experiential Marketing Platform,Technology,Scientific Research Tech,45,39,39,2025-12-01
desktop,840,Nickel Production,Technology,Mobility and Logistics,7,4,4,2025-12-01
desktop,840,Umpire Registration,Financial Services,Lending and Credit Operations,4,3,3,2025-12-01
desktop,840,Invoice Financing Software,Financial Services,Debt Management Services,147,105,112,2025-12-01
desktop,840,Digital Flyer Design,Technology,Event Management Technology,156,116,121,2025-12-01
desktop,840,Insurance Management Consulting,Financial Services,Insurance Solutions,9,8,9,2025-12-01
desktop,840,Amazon FBA Reimbursement Services,Technology,Social Platforms,16,13,13,2025-12-01
desktop,840,Quantitative Equity Management,Financial Services,Lending and Credit Operations,82,50,54,2025-12-01
desktop,840,Holiday Assistance Programs,Financial Services,General Financial Services & Support,10,8,8,2025-12-01
desktop,840,Vintage Lifestyle Content,Technology,Marketing and AdTech,3,2,2,2025-12-01
desktop,840,International Banking Solutions,Financial Services,Payment Processing Systems,80,50,57,2025-12-01
desktop,840,Tokenized Platform,Technology,Healthcare Technology,16,15,15,2025-12-01
desktop,840,Exotic Fruits & Vegetables Wholesale,Technology,AgriTech and FoodTech,34,24,28,2025-12-01
desktop,840,Social Work Supervision,Financial Services,Debt Management Services,11,6,6,2025-12-01
desktop,840,Train Vacations,Financial Services,Retirement Planning,4,3,3,2025-12-01
desktop,840,Managed Email Services,Technology,Retail and E-commerce Tech,18,15,15,2025-12-01
desktop,840,BASIX Assessments,Technology,Artificial Intelligence,3,3,3,2025-12-01
desktop,840,Credit Card Debt Settlement,Financial Services,Financial Technology Innovation,33,24,24,2025-12-01
desktop,840,LLM Observability,Technology,Aerospace and Defense,83,63,64,2025-12-01
desktop,840,Event Staffing Platform,Technology,Search and Information Discovery,8,5,5,2025-12-01
desktop,840,Angel Investment Syndicate,Technology,Blockchain and Cryptocurrency,72,45,48,2025-12-01
desktop,840,Kinaesthetics Training,Technology,Mobility and Logistics,19,17,17,2025-12-01
desktop,840,Cosmetic Peels,Technology,Hardware and Electronics,4,4,4,2025-12-01
desktop,840,Network Detection and Response,Financial Services,Financial Data Analytics,32,18,22,2025-12-01
desktop,840,Spa Therapist Recruitment,Technology,Social Platforms,3,1,1,2025-12-01
desktop,840,Inspirational Stationery,Financial Services,Investment and Wealth Advisory,11,9,9,2025-12-01
desktop,840,Analytics & Reporting Services,Technology,Internet and Web Services,93,75,80,2025-12-01
desktop,840,Test Preparation Strategies,Technology,Scientific Research Tech,20,16,16,2025-12-01
desktop,840,Cooking Kettles,Technology,Hardware and Electronics,10,2,2,2025-12-01
desktop,840,Decarbonization Pathways,Aerospace & Defense,Space Technology,7,5,6,2025-12-01
desktop,840,PIM/MDM Solutions,Technology,Retail and E-commerce Tech,16,14,14,2025-12-01
desktop,840,Recommendation Letter Guidance,Financial Services,Lending and Credit Operations,108,83,84,2025-12-01
desktop,840,Religious Teachings & Guidance,Technology,Consumer Electronics and Personal Computing,1,1,1,2025-12-01
desktop,840,Anti-Pigment Serums,Technology,Retail and E-commerce Tech,88,44,46,2025-12-01
desktop,840,Wearable Gadgets,Technology,AgriTech and FoodTech,3,3,3,2025-12-01
desktop,840,Primers & Fillers,Technology,Design and 3D Technology,10,6,6,2025-12-01
desktop,840,Mobile WiFi Comparison,Financial Services,Insurance Solutions,17,11,11,2025-12-01
desktop,840,Healthcare Quality Management Software,Technology,Marketing and AdTech,13,12,13,2025-12-01
desktop,840,E-learning Portal,Technology,Consumer Electronics and Personal Computing,2,2,2,2025-12-01
desktop,840,Solar Procurement,Financial Services,Lending and Credit Operations,2,2,2,2025-12-01
desktop,840,Temporary Staffing Platform,Technology,PropTech and Construction,83,72,73,2025-12-01
desktop,840,Attraction Spells,Technology,Design and 3D Technology,34,19,19,2025-12-01
desktop,840,Delivery Management Systems,Aerospace & Defense,Aviation Maintenance & Services,33,25,27,2025-12-01
desktop,840,Data Mesh Solutions,Financial Services,Lending and Credit Operations,112,83,83,2025-12-01
desktop,840,Wage System Design,Aerospace & Defense,Aerospace Parts & Systems,3,3,3,2025-12-01
desktop,840,Technology Incubation,Financial Services,Financial Technology Innovation,34,26,29,2025-12-01
desktop,840,UX/UI Design Staffing,Technology,Travel and Hospitality Technology,18,15,15,2025-12-01
desktop,840,Development Review Consulting,Technology,PropTech and Construction,258,211,223,2025-12-01
desktop,840,Aerial Cable Installation,Technology,IT Services and Support,1,1,1,2025-12-01
desktop,840,Proprietary Trading Indicators,Technology,Data Analytics,115,67,78,2025-12-01
desktop,840,Home Search Services,Technology,Marketing and AdTech,17,12,12,2025-12-01
desktop,840,Data Lifecycle Management Consulting,Technology,General Technology and Services,9,9,9,2025-12-01
desktop,840,Corporate HR Consulting,Financial Services,General Financial Services & Support,12,9,10,2025-12-01
desktop,840,Microbiota Information,Technology,AgriTech and FoodTech,48,30,31,2025-12-01
desktop,840,AV Processors,Technology,Geospatial Technology,8,5,5,2025-12-01
desktop,840,Range Hood Cleaning,Technology,AgriTech and FoodTech,1,1,1,2025-12-01
desktop,840,Smart Contract Development Tools,Technology,Energy and Environmental Tech,6,3,3,2025-12-01
desktop,840,Catalog Design Services,Technology,Industrial Manufacturing and Robotics,4,4,4,2025-12-01
desktop,840,Internal Developer Portal Software,Technology,Software Solutions,19,17,17,2025-12-01
desktop,840,Media Integration Services,Aerospace & Defense,Space Technology,10,10,10,2025-12-01
desktop,840,Mobile Internet Plans,Financial Services,General Financial Services & Support,30,17,18,2025-12-01
desktop,840,Patriotic Accessories,Technology,Digital Media and Content,2,2,2,2025-12-01
desktop,840,Social Entertainment Platform,Financial Services,Currency and Commodity Trading,2,2,2,2025-12-01
desktop,840,VoIP Services,Technology,Healthcare Technology,13,12,12,2025-12-01
desktop,840,Content Aggregator,Technology,Search and Information Discovery,28,22,23,2025-12-01
desktop,840,Lease Drafting,Technology,PropTech and Construction,73,49,52,2025-12-01
desktop,840,Partnership Program Development,Financial Services,General Financial Services & Support,65,56,58,2025-12-01
desktop,840,Data Backup & Recovery Solutions,Technology,Internet and Web Services,15,12,12,2025-12-01
desktop,840,Design Team Management,Financial Services,Accounting and Auditing,16,14,15,2025-12-01
desktop,840,Residential Life Programs,Financial Services,Retail and Commercial Banking,2,2,2,2025-12-01
desktop,840,Vacuum Impregnation Systems,Aerospace & Defense,Aerospace Parts & Systems,2,2,2,2025-12-01
desktop,840,Cargo Flights,Aerospace & Defense,Aerospace Parts & Systems,27,19,19,2025-12-01
desktop,840,Interactive Advertising Platform,Financial Services,Financial Data Analytics,15,14,14,2025-12-01
desktop,840,Branding & Positioning Analysis,Financial Services,Regulatory Compliance Bodies,78,57,59,2025-12-01
desktop,840,Phone Tethers,Financial Services,Lending and Credit Operations,5,5,5,2025-12-01
desktop,840,Gaming Gift Cards,Technology,Hardware and Electronics,27,22,22,2025-12-01
desktop,840,Police Exam Preparation Courses,Financial Services,Regulatory Compliance Bodies,2,2,2,2025-12-01
